id,first_name,second_name,team,team_code,total_points,minutes,now_cost,selected_by_percent,points_list,minutes_list
294,George,Baldock,15,49,97,1980,51,11.6,"[2.0, 5.0, 7.0, 1.0, 2.0, 5.0, 2.0, 6.0, 6.0, 1.0, 6.0, 8.0, 1.0, 4.0, 1.0, 14.0, 6.0, 6.0, 6.0, 1.0, 1.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
295,John,Egan,15,49,70,1878,45,1.0,"[2.0, 6.0, 1.0, 1.0, 2.0, 7.0, 2.0, 6.0, 8.0, 2.0, 6.0, 2.0, 0.0, 1.0, 1.0, 1.0, 6.0, 6.0, 2.0, 1.0, 1.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 78.0, 90.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
296,Richard,Stearman,15,49,0,0,39,2.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
297,John,Lundstram,15,49,104,1837,51,47.5,"[3.0, 14.0, 0.0, 1.0, 2.0, 12.0, 2.0, 5.0, 6.0, 2.0, 21.0, 2.0, 3.0, 2.0, 1.0, 2.0, 11.0, 6.0, 2.0, 0.0, 1.0, 6.0]","[77.0, 90.0, 90.0, 90.0, 71.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 69.0]"
298,Billy,Sharp,15,49,16,289,56,0.3,"[8.0, 0.0, 1.0, 0.0, -2.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[8.0, 0.0, 36.0, 0.0, 20.0, 0.0, 0.0, 19.0, 34.0, 36.0, 25.0, 0.0, 12.0, 0.0, 62.0, 0.0, 0.0, 0.0, 0.0, 7.0, 24.0, 6.0]"
299,Jake,Eastwood,15,49,0,0,43,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
300,Mark,Duffy,15,49,0,0,52,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
301,John,Fleck,15,49,74,1648,49,2.9,"[1.0, 1.0, 0.0, 0.0, 1.0, 3.0, 2.0, 3.0, 2.0, 2.0, 9.0, 2.0, 13.0, 1.0, 2.0, 2.0, 15.0, 0.0, 2.0, 2.0, 2.0, 9.0]","[90.0, 28.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 90.0, 90.0, 90.0]"
302,Oliver,Norwood,15,49,60,1833,49,0.3,"[2.0, 3.0, 2.0, 2.0, 2.0, 5.0, 2.0, 3.0, 3.0, 2.0, 3.0, 1.0, 2.0, 3.0, 2.0, 1.0, 2.0, 3.0, 10.0, 2.0, 2.0, 3.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 63.0, 76.0, 90.0, 84.0, 62.0, 90.0, 90.0, 90.0, 90.0, 71.0, 64.0, 85.0, 81.0, 90.0, 90.0, 77.0, 90.0]"
303,David,McGoldrick,15,49,40,1314,54,0.2,"[2.0, 2.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 8.0, 2.0, 2.0, 1.0, 2.0, 5.0, 1.0, 2.0, 1.0, 2.0, 1.0]","[62.0, 88.0, 53.0, 27.0, 90.0, 0.0, 0.0, 0.0, 77.0, 80.0, 74.0, 90.0, 77.0, 72.0, 18.0, 82.0, 89.0, 90.0, 90.0, 31.0, 65.0, 59.0]"
423,Chris,Basham,15,49,68,1920,45,0.8,"[2.0, 6.0, 1.0, 1.0, 2.0, 6.0, 2.0, 6.0, 7.0, 2.0, 5.0, 1.0, 1.0, 2.0, 1.0, 1.0, 7.0, 5.0, 2.0, 1.0, 1.0, 6.0]","[81.0, 90.0, 77.0, 83.0, 83.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 82.0, 90.0, 74.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
436,Simon,Moore,15,49,1,90,44,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
441,Luke,Freeman,15,49,11,322,51,0.1,"[1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[12.0, 61.0, 90.0, 78.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 1.0, 0.0, 1.0, 15.0, 0.0, 0.0, 52.0, 0.0, 0.0, 0.0, 0.0]"
444,Phil,Jagielka,15,49,4,128,42,0.4,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
453,Callum,Robinson,15,49,31,634,50,0.3,"[2.0, 1.0, 1.0, 11.0, 1.0, 3.0, 1.0, 3.0, 0.0, 1.0, 0.0, 1.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[90.0, 55.0, 53.0, 90.0, 6.0, 61.0, 59.0, 70.0, 0.0, 53.0, 0.0, 3.0, 7.0, 4.0, 0.0, 25.0, 0.0, 0.0, 0.0, 58.0, 0.0, 0.0]"
456,Ravel,Morrison,15,49,1,12,46,0.1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
471,Dean,Henderson,15,49,87,1890,49,10.2,"[2.0, 9.0, 1.0, 2.0, 4.0, 6.0, 3.0, 6.0, 6.0, 3.0, 6.0, 3.0, 0.0, 3.0, 1.0, 3.0, 6.0, 12.0, 2.0, 1.0, 2.0, 6.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
472,Ben,Osborn,15,49,4,51,47,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 37.0, 0.0, 0.0, 0.0, 0.0]"
501,Oliver,McBurnie,15,49,47,889,57,0.2,"[1.0, 1.0, 6.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 5.0, 1.0, 2.0, 1.0, 1.0, 8.0, 2.0, 1.0, 1.0, 7.0]","[27.0, 34.0, 36.0, 62.0, 64.0, 83.0, 90.0, 61.0, 5.0, 0.0, 15.0, 0.0, 22.0, 17.0, 90.0, 7.0, 29.0, 62.0, 62.0, 15.0, 25.0, 83.0]"
521,Michael,Verrips,15,49,0,0,44,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
522,Muhamed,Bešić,15,49,7,152,44,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 4.0, 8.0, 0.0, 74.0, 12.0, 20.0]"
547,Leon,Clarke,15,49,1,13,45,0.1,"[0, 0, 0, 0, 0, 0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
591,Jack,Rodwell,15,49,0,0,45,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0]"
304,Jannik,Vestergaard,16,20,32,933,47,2.3,"[1.0, 1.0, 9.0, 11.0, 5.0, 1.0, 1.0, 0.0, 2.0, -1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 78.0, 0.0, 90.0, 45.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
305,Ryan,Bertrand,16,20,32,1392,48,0.7,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, -6.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0, 2.0, 2.0, 5.0, 2.0, 6.0, 2.0]","[90.0, 76.0, 0.0, 0.0, 0.0, 45.0, 90.0, 90.0, 90.0, 11.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
306,Yan,Valery,16,20,9,554,46,0.1,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, -1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 52.0, 0.0, 0.0, 0.0, 0.0, 90.0, 75.0, 69.0, 74.0, 0.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
307,Jan,Bednarek,16,20,47,1977,44,0.7,"[1.0, 1.0, 7.0, 2.0, 6.0, 1.0, 0.0, 0.0, 2.0, -2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 8.0, 2.0, 5.0, 2.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 87.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
308,Jack,Stephens,16,20,44,1197,43,1.4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 4.0, 2.0, 10.0, 6.0, 2.0, 11.0, 2.0]","[72.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
310,Maya,Yoshida,16,20,10,558,42,0.3,"[0.0, 1.0, 0.0, 1.0, 7.0, 0.0, 0.0, 0.0, 2.0, -2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 90.0, 0.0, 13.0, 90.0, 0.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
311,Kayne,Ramsay,16,20,0,0,39,1.6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
312,Charlie,Austin,16,20,0,0,60,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
313,Danny,Ings,16,20,123,1526,68,23.9,"[2.0, 6.0, 5.0, 2.0, 1.0, 1.0, 9.0, 7.0, 9.0, 1.0, 2.0, 7.0, 6.0, 9.0, 9.0, 8.0, 2.0, 13.0, 1.0, 9.0, 9.0, 5.0]","[65.0, 26.0, 83.0, 76.0, 16.0, 13.0, 82.0, 80.0, 90.0, 45.0, 83.0, 90.0, 72.0, 90.0, 76.0, 87.0, 90.0, 86.0, 21.0, 90.0, 75.0, 90.0]"
314,Michael,Obafemi,16,20,17,270,49,0.2,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 8.0, 0.0, 1.0, 0.0]","[24.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 17.0, 0.0, 0.0, 0.0, 1.0, 75.0, 56.0, 0.0, 0.0, 0.0, 8.0, 68.0, 0.0, 14.0, 0.0]"
315,Shane,Long,16,20,27,600,46,1.8,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 5.0, 2.0, 2.0, 5.0, 0.0, 0.0, 1.0, 5.0]","[0.0, 0.0, 0.0, 28.0, 1.0, 0.0, 2.0, 72.0, 0.0, 0.0, 0.0, 0.0, 17.0, 33.0, 84.0, 90.0, 83.0, 81.0, 0.0, 0.0, 32.0, 77.0]"
316,Sam,Gallagher,16,20,0,0,45,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
317,Fraser,Forster,16,20,0,0,43,0.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
318,Alex,McCarthy,16,20,37,1080,43,2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 7.0, 2.0, 8.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
319,Angus,Gunn,16,20,29,900,43,1.6,"[1.0, 2.0, 7.0, 5.0, 9.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
320,Nathan,Redmond,16,20,52,1698,62,0.6,"[2.0, 2.0, 10.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 2.0, 1.0, 2.0, 8.0, 2.0, 3.0, 2.0]","[90.0, 90.0, 90.0, 0.0, 0.0, 87.0, 90.0, 80.0, 90.0, 90.0, 90.0, 80.0, 90.0, 56.0, 90.0, 90.0, 45.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
321,James,Ward-Prowse,16,20,73,1980,58,1.7,"[2.0, 2.0, 2.0, 2.0, 3.0, 9.0, 2.0, 2.0, 2.0, 2.0, 9.0, 2.0, 5.0, 9.0, 5.0, 1.0, 2.0, 4.0, 3.0, 1.0, 2.0, 2.0]","[90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
322,Mohamed,Elyounoussi,16,20,0,0,53,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
323,Stuart,Armstrong,16,20,34,704,52,0.1,"[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 5.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 2.0, 3.0, 1.0, 3.0, 9.0]","[0.0, 22.0, 6.0, 19.0, 5.0, 2.0, 11.0, 0.0, 0.0, 20.0, 90.0, 90.0, 85.0, 0.0, 0.0, 0.0, 6.0, 75.0, 85.0, 22.0, 89.0, 77.0]"
324,Mario,Lemina,16,20,0,0,47,0.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
325,Pierre-Emile,Højbjerg,16,20,50,1817,48,0.4,"[1.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 6.0, 2.0, 1.0, 0.0, 2.0, 5.0, 2.0, 1.0, 1.0, 2.0, 6.0, 2.0, 3.0, 1.0]","[17.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 0.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
326,Tyreke,Johnson,16,20,0,0,44,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
327,Callum,Slattery,16,20,0,0,44,0.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
328,Oriol,Romeu Vidal,16,20,30,1127,43,1.6,"[2.0, 1.0, 3.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[90.0, 63.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 81.0, 90.0, 90.0, 90.0, 0.0, 0.0, 18.0, 0.0, 45.0, 14.0, 4.0, 0.0, 1.0, 1.0]"
437,Che,Adams,16,20,30,639,53,0.3,"[2.0, 2.0, 2.0, 2.0, 2.0, 5.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 0.0, 4.0]","[72.0, 67.0, 79.0, 61.0, 90.0, 76.0, 0.0, 9.0, 0.0, 0.0, 2.0, 9.0, 0.0, 0.0, 13.0, 2.0, 3.0, 3.0, 79.0, 62.0, 0.0, 12.0]"
438,Moussa,Djenepo,16,20,32,652,52,0.1,"[0.0, 0.0, 5.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 5.0, 1.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.0, 13.0, 37.0, 0.0, 73.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 90.0, 14.0, 90.0, 71.0, 72.0, 90.0, 0.0, 0.0, 27.0, 57.0, 12.0]"
485,Wesley,Hoedt,16,20,0,0,43,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
486,Cédric,Soares,16,20,38,1196,48,0.2,"[0.0, 0.0, 0.0, 2.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 0.0, 2.0, 2.0, 9.0, 2.0, 6.0, 2.0]","[0.0, 0.0, 0.0, 90.0, 90.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.0, 90.0, 75.0, 90.0, 90.0, 86.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
508,Sofiane,Boufal,16,20,27,557,55,0.1,"[1.0, 0.0, 4.0, 2.0, 6.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0]","[17.0, 0.0, 10.0, 70.0, 84.0, 90.0, 87.0, 9.0, 14.0, 0.0, 0.0, 45.0, 4.0, 33.0, 0.0, 17.0, 0.0, 0.0, 10.0, 67.0, 0.0, 0.0]"
532,Kevin,Danso,16,20,9,275,42,0.0,"[0, 0.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0.0, 90.0, 72.0, 0.0, 45.0, 0.0, 0.0, 8.0, 45.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
535,Daniel,N'Lundulu,16,20,0,0,45,0.1,"[0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
548,Harry,Lewis,16,20,0,0,40,0.2,"[0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
584,William,Smallbone,16,20,0,0,45,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0]"
